S,f_S,call_K95,put_K95,call_K100,put_K100,call_K105,put_K105,call_K110,put_K110
87.45401188473625,157.40181778833934,0.0,7.545988115263754,0.0,12.545988115263754,0.0,17.545988115263754,0.0,22.545988115263754
145.07143064099162,2031.4338600257183,50.07143064099162,0.0,45.07143064099162,0.0,40.07143064099162,0.0,35.07143064099162,0.0
123.1993941811405,538.211890371936,28.199394181140505,0.0,23.199394181140505,0.0,18.199394181140505,0.0,13.199394181140505,0.0
109.86584841970367,97.33496504056934,14.865848419703667,0.0,9.865848419703667,0.0,4.865848419703667,0.0,0.0,0.1341515802963329
65.60186404424365,1183.2317572306974,0.0,29.398135955756345,0.0,34.398135955756345,0.0,39.398135955756345,0.0,44.398135955756345
65.59945203362027,1183.3977003871928,0.0,29.400547966379733,0.0,34.40054796637973,0.0,39.40054796637973,0.0,44.40054796637973
55.80836121681995,1952.9009383430634,0.0,39.19163878318005,0.0,44.19163878318005,0.0,49.19163878318005,0.0,54.19163878318005
136.6176145774935,1340.8496973458643,41.6176145774935,0.0,36.6176145774935,0.0,31.617614577493498,0.0,26.617614577493498,0.0
110.11150117432088,102.2424559982925,15.111501174320878,0.0,10.111501174320878,0.0,5.111501174320878,0.0,0.11150117432087825,0.0
120.80725777960456,432.9419763069143,25.807257779604555,0.0,20.807257779604555,0.0,15.807257779604555,0.0,10.807257779604555,0.0
52.05844942958024,2298.392271096115,0.0,42.94155057041976,0.0,47.94155057041976,0.0,52.94155057041976,0.0,57.94155057041976
146.99098521619942,2208.152691589072,51.99098521619942,0.0,46.99098521619942,0.0,41.99098521619942,0.0,36.99098521619942,0.0
133.24426408004217,1105.1810942235822,38.24426408004217,0.0,33.24426408004217,0.0,28.24426408004217,0.0,23.24426408004217,0.0
71.23391106782762,827.4878724536503,0.0,23.76608893217238,0.0,28.76608893217238,0.0,33.76608893217238,0.0,38.76608893217238
68.18249672071006,1012.353514927626,0.0,26.817503279289937,0.0,31.817503279289937,0.0,36.81750327928994,0.0,41.81750327928994
68.34045098534338,1002.3270438114449,0.0,26.65954901465662,0.0,31.65954901465662,0.0,36.65954901465662,0.0,41.65954901465662
80.42422429595376,383.21099441512695,0.0,14.575775704046237,0.0,19.575775704046237,0.0,24.575775704046237,0.0,29.575775704046237
102.4756431632238,6.128809071616709,7.475643163223793,0.0,2.4756431632237934,0.0,0.0,2.5243568367762066,0.0,7.524356836776207
93.19450186421157,46.31480487621974,0.0,1.8054981357884259,0.0,6.805498135788426,0.0,11.805498135788426,0.0,16.805498135788426
79.1229140198042,435.85271902448807,0.0,15.877085980195801,0.0,20.8770859801958,0.0,25.8770859801958,0.0,30.8770859801958
111.18528947223794,125.1107005777569,16.18528947223794,0.0,11.18528947223794,0.0,6.18528947223794,0.0,1.1852894722379403,0.0
63.94938606520418,1299.6467650756945,0.0,31.05061393479582,0.0,36.05061393479582,0.0,41.05061393479582,0.0,46.05061393479582
79.21446485352182,432.03847132547975,0.0,15.785535146478182,0.0,20.785535146478182,0.0,25.785535146478182,0.0,30.785535146478182
86.63618432936917,178.5915692785981,0.0,8.363815670630828,0.0,13.363815670630828,0.0,18.363815670630828,0.0,23.363815670630828
95.6069984217036,19.298462866914715,0.6069984217035937,0.0,0.0,4.393001578296406,0.0,9.393001578296406,0.0,14.393001578296406
128.51759613930136,813.2532895642959,33.51759613930136,0.0,28.51759613930136,0.0,23.51759613930136,0.0,18.51759613930136,0.0
69.96737821583598,901.9583712306434,0.0,25.03262178416402,0.0,30.03262178416402,0.0,35.03262178416402,0.0,40.03262178416402
101.42344384136116,2.026192369509023,6.423443841361163,0.0,1.4234438413611628,0.0,0.0,3.5765561586388372,0.0,8.576556158638837
109.24145688620425,85.40452537957191,14.241456886204247,0.0,9.241456886204247,0.0,4.241456886204247,0.0,0.0,0.7585431137957528
54.64504127199977,2057.072281218604,0.0,40.35495872800023,0.0,45.35495872800023,0.0,50.35495872800023,0.0,55.35495872800023
110.75448519014384,115.65895170502317,15.75448519014384,0.0,10.75448519014384,0.0,5.754485190143839,0.0,0.7544851901438392,0.0
67.05241236872915,1085.5435307202717,0.0,27.94758763127085,0.0,32.94758763127085,0.0,37.94758763127085,0.0,42.94758763127085
56.50515929852795,1891.8011676464296,0.0,38.49484070147205,0.0,43.49484070147205,0.0,48.49484070147205,0.0,53.49484070147205
144.88855372533334,2014.9822555521375,49.88855372533334,0.0,44.88855372533334,0.0,39.88855372533334,0.0,34.88855372533334,0.0
146.56320330745592,2168.131902251474,51.56320330745592,0.0,46.56320330745592,0.0,41.56320330745592,0.0,36.56320330745592,0.0
130.8397348116461,951.089243252657,35.83973481164611,0.0,30.83973481164611,0.0,25.83973481164611,0.0,20.83973481164611,0.0
80.46137691733708,381.75779196636836,0.0,14.538623082662923,0.0,19.538623082662923,0.0,24.538623082662923,0.0,29.538623082662923
59.76721140063839,1618.6772784809218,0.0,35.23278859936161,0.0,40.23278859936161,0.0,45.23278859936161,0.0,50.23278859936161
118.42330265121569,339.41808057829115,23.423302651215693,0.0,18.423302651215693,0.0,13.423302651215693,0.0,8.423302651215693,0.0
94.01524937396013,35.817240055884604,0.0,0.9847506260398688,0.0,5.984750626039869,0.0,10.984750626039869,0.0,15.984750626039869
62.20382348447788,1428.5509591925058,0.0,32.79617651552212,0.0,37.79617651552212,0.0,42.79617651552212,0.0,47.79617651552212
99.51769101112703,0.2326219607476692,4.517691011127027,0.0,0.0,0.4823089888729726,0.0,5.482308988872973,0.0,10.482308988872973
53.43885211152184,2167.940492692734,0.0,41.56114788847816,0.0,46.56114788847816,0.0,51.56114788847816,0.0,56.56114788847816
140.9320402078782,1675.4319155793578,45.9320402078782,0.0,40.9320402078782,0.0,35.9320402078782,0.0,30.932040207878202,0.0
75.8779981600017,581.8709727688816,0.0,19.122001839998305,0.0,24.122001839998305,0.0,29.122001839998305,0.0,34.122001839998305
116.2522284353982,264.13492911636564,21.252228435398195,0.0,16.252228435398195,0.0,11.252228435398195,0.0,6.2522284353981945,0.0
81.1711076089411,354.5271886740758,0.0,13.8288923910589,0.0,18.8288923910589,0.0,23.8288923910589,0.0,28.8288923910589
102.00680211778108,4.027254739930619,7.006802117781078,0.0,2.0068021177810778,0.0,0.0,2.9931978822189222,0.0,7.993197882218922
104.67102793432797,21.81850196327219,9.671027934327967,0.0,4.671027934327967,0.0,0.0,0.3289720656720334,0.0,5.328972065672033
68.4854455525527,993.1671420211201,0.0,26.514554447447296,0.0,31.514554447447296,0.0,36.514554447447296,0.0,41.514554447447296
146.95846277645586,2205.097226327791,51.95846277645586,0.0,46.95846277645586,0.0,41.95846277645586,0.0,36.95846277645586,0.0
127.51328233611146,756.9807049065828,32.51328233611146,0.0,27.51328233611146,0.0,22.51328233611146,0.0,17.51328233611146,0.0
143.9498941564189,1931.5931963604248,48.94989415641891,0.0,43.94989415641891,0.0,38.94989415641891,0.0,33.94989415641891,0.0
139.4827350427649,1558.8863664571743,44.48273504276489,0.0,39.48273504276489,0.0,34.48273504276489,0.0,29.482735042764887,0.0
109.78999788110852,95.8440585121093,14.789997881108519,0.0,9.789997881108519,0.0,4.789997881108519,0.0,0.0,0.2100021188914809
142.18742350231167,1779.7787017633993,47.187423502311674,0.0,42.187423502311674,0.0,37.187423502311674,0.0,32.187423502311674,0.0
58.84925020519195,1693.3842086748948,0.0,36.15074979480805,0.0,41.15074979480805,0.0,46.15074979480805,0.0,51.15074979480805
69.59828624191452,924.2641994285639,0.0,25.401713758085478,0.0,30.401713758085478,0.0,35.40171375808548,0.0,40.40171375808548
54.52272889105381,2068.182187516592,0.0,40.47727110894619,0.0,45.47727110894619,0.0,50.47727110894619,0.0,55.47727110894619
82.53303307632643,305.09493351270646,0.0,12.466966923673567,0.0,17.466966923673567,0.0,22.466966923673567,0.0,27.466966923673567
88.8677289689482,123.92745830879512,0.0,6.1322710310518005,0.0,11.1322710310518,0.0,16.1322710310518,0.0,21.1322710310518
77.13490317738959,522.8126527073488,0.0,17.86509682261041,0.0,22.86509682261041,0.0,27.86509682261041,0.0,32.86509682261041
132.87375091519294,1080.683499234149,37.87375091519294,0.0,32.87375091519294,0.0,27.873750915192943,0.0,22.873750915192943,0.0
85.67533266935894,205.19609413353535,0.0,9.324667330641063,0.0,14.324667330641063,0.0,19.324667330641063,0.0,24.324667330641063
78.09345096873807,479.89689045908307,0.0,16.90654903126193,0.0,21.90654903126193,0.0,26.90654903126193,0.0,31.90654903126193
104.26960831582485,18.229555170560747,9.269608315824854,0.0,4.269608315824854,0.0,0.0,0.7303916841751459,0.0,5.730391684175146
64.09242249747626,1289.3541220997488,0.0,30.907577502523736,0.0,35.907577502523736,0.0,40.907577502523736,0.0,45.907577502523736
130.21969807540398,913.2301517685752,35.21969807540398,0.0,30.219698075403983,0.0,25.219698075403983,0.0,20.219698075403983,0.0
57.45506436797708,1810.0715479329735,0.0,37.54493563202292,0.0,42.54493563202292,0.0,47.54493563202292,0.0,52.54493563202292
148.68869366005174,2370.5888903223627,53.68869366005174,0.0,48.68869366005174,0.0,43.68869366005174,0.0,38.68869366005174,0.0
127.22447692966574,741.1721440939021,32.22447692966574,0.0,27.22447692966574,0.0,22.22447692966574,0.0,17.22447692966574,0.0
69.87156815341724,907.722405534182,0.0,25.128431846582757,0.0,30.128431846582757,0.0,35.12843184658276,0.0,40.12843184658276
50.55221171236024,2445.0837665392437,0.0,44.44778828763976,0.0,49.44778828763976,0.0,54.44778828763976,0.0,59.44778828763976
131.54614284548342,995.1591284276445,36.546142845483416,0.0,31.546142845483416,0.0,26.546142845483416,0.0,21.546142845483416,0.0
120.68573438476172,427.89960703691315,25.685734384761716,0.0,20.685734384761716,0.0,15.685734384761716,0.0,10.685734384761716,0.0
122.90071680409874,524.4428301415302,27.900716804098735,0.0,22.900716804098735,0.0,17.900716804098735,0.0,12.900716804098735,0.0
127.12703466859458,735.876009911132,32.127034668594575,0.0,27.127034668594575,0.0,22.127034668594575,0.0,17.127034668594575,0.0
57.40446517340904,1814.3795871633235,0.0,37.59553482659096,0.0,42.59553482659096,0.0,47.59553482659096,0.0,52.59553482659096
85.84657285442725,200.3194999650356,0.0,9.15342714557275,0.0,14.15342714557275,0.0,19.15342714557275,0.0,24.15342714557275
61.58690595251297,1475.5657943010833,0.0,33.41309404748703,0.0,38.41309404748703,0.0,43.41309404748703,0.0,48.41309404748703
136.31034258755935,1318.440978825926,41.31034258755935,0.0,36.31034258755935,0.0,31.310342587559347,0.0,26.310342587559347,0.0
112.3298126827558,152.0242807918458,17.3298126827558,0.0,12.3298126827558,0.0,7.329812682755801,0.0,2.329812682755801,0.0
83.08980248526493,285.9547799873523,0.0,11.910197514735074,0.0,16.910197514735074,0.0,21.910197514735074,0.0,26.910197514735074
56.355835028602364,1904.8131360505724,0.0,38.644164971397636,0.0,43.644164971397636,0.0,48.644164971397636,0.0,53.644164971397636
81.09823217156622,357.2768270400141,0.0,13.901767828433776,0.0,18.901767828433776,0.0,23.901767828433776,0.0,28.901767828433776
82.51833220267471,305.60870897603996,0.0,12.481667797325287,0.0,17.481667797325287,0.0,22.481667797325287,0.0,27.481667797325287
122.96061783380641,527.189971310109,27.96061783380641,0.0,22.96061783380641,0.0,17.96061783380641,0.0,12.96061783380641,0.0
113.75574713552132,189.22057925640294,18.755747135521318,0.0,13.755747135521318,0.0,8.755747135521318,0.0,3.755747135521318,0.0
138.72127425763267,1499.3370801348067,43.72127425763267,0.0,38.72127425763267,0.0,33.72127425763267,0.0,28.721274257632672,0.0
97.22149251619493,7.720103837560791,2.221492516194928,0.0,0.0,2.778507483805072,0.0,7.778507483805072,0.0,12.778507483805072
61.95942459383017,1447.0853772324929,0.0,33.04057540616983,0.0,38.04057540616983,0.0,43.04057540616983,0.0,48.04057540616983
121.3244787222995,454.7333927778042,26.324478722299503,0.0,21.324478722299503,0.0,16.324478722299503,0.0,11.324478722299503,0.0
126.07850486168974,680.0884158211752,31.078504861689737,0.0,26.078504861689737,0.0,21.078504861689737,0.0,16.078504861689737,0.0
106.12771975694963,37.548949419710844,11.127719756949631,0.0,6.127719756949631,0.0,1.127719756949631,0.0,0.0,3.872280243050369
127.0967179954561,734.2321261252746,32.0967179954561,0.0,27.096717995456103,0.0,22.096717995456103,0.0,17.096717995456103,0.0
99.37955963643907,0.3849462447356203,4.379559636439069,0.0,0.0,0.620440363560931,0.0,5.620440363560931,0.0,10.620440363560931
102.2732829381994,5.167815317108501,7.273282938199401,0.0,2.273282938199401,0.0,0.0,2.726717061800599,0.0,7.726717061800599
92.75410183585495,52.50304020516055,0.0,2.2458981641450464,0.0,7.245898164145046,0.0,12.245898164145046,0.0,17.245898164145046
52.54191267440952,2252.2700526033723,0.0,42.45808732559048,0.0,47.45808732559048,0.0,52.45808732559048,0.0,57.45808732559048
60.78914269933044,1537.4913302534712,0.0,34.21085730066956,0.0,39.21085730066956,0.0,44.21085730066956,0.0,49.21085730066956
53.14291856867342,2195.58608026197,0.0,41.85708143132658,0.0,46.85708143132658,0.0,51.85708143132658,0.0,56.85708143132658
113.64104112637804,186.0780030115371,18.641041126378042,0.0,13.641041126378042,0.0,8.641041126378042,0.0,3.641041126378042,0.0
81.43559810763267,344.63701762133167,0.0,13.564401892367329,0.0,18.56440189236733,0.0,23.56440189236733,0.0,28.56440189236733
100.85706911647029,0.7345674704071551,5.857069116470285,0.0,0.857069116470285,0.0,0.0,4.142930883529715,0.0,9.142930883529715
140.7566473926093,1661.104306685486,45.756647392609295,0.0,40.756647392609295,0.0,35.756647392609295,0.0,30.756647392609295,0.0
74.92922291488749,628.5438636514026,0.0,20.07077708511251,0.0,25.07077708511251,0.0,30.07077708511251,0.0,35.07077708511251
91.03829230356297,80.31220483637873,0.0,3.9617076964370312,0.0,8.961707696437031,0.0,13.961707696437031,0.0,18.96170769643703
125.55511385430486,653.0638441064843,30.555113854304864,0.0,25.555113854304864,0.0,20.555113854304864,0.0,15.555113854304864,0.0
72.87981654916224,735.5043504070942,0.0,22.120183450837757,0.0,27.120183450837757,0.0,32.12018345083776,0.0,37.12018345083776
57.6979909828793,1789.4599668845613,0.0,37.3020090171207,0.0,42.3020090171207,0.0,47.3020090171207,0.0,52.3020090171207
78.9751452913768,442.04451551871495,0.0,16.024854708623195,0.0,21.024854708623195,0.0,26.024854708623195,0.0,31.024854708623195
66.12212872540044,1147.7101620983378,0.0,28.877871274599556,0.0,33.877871274599556,0.0,38.877871274599556,0.0,43.877871274599556
142.9697652342573,1846.400724287187,47.969765234257295,0.0,42.969765234257295,0.0,37.969765234257295,0.0,32.969765234257295,0.0
130.8120379564417,949.3816830292049,35.81203795644171,0.0,30.812037956441714,0.0,25.812037956441714,0.0,20.812037956441714,0.0
113.34037565104234,177.96562251092325,18.340375651042336,0.0,13.340375651042336,0.0,8.340375651042336,0.0,3.3403756510423364,0.0
137.14605901877178,1379.8297006260764,42.14605901877178,0.0,37.14605901877178,0.0,32.14605901877178,0.0,27.14605901877178,0.0
130.36720768991145,922.1673028822173,35.36720768991145,0.0,30.367207689911453,0.0,25.367207689911453,0.0,20.367207689911453,0.0
68.65700588860358,982.3832798670308,0.0,26.342994111396422,0.0,31.342994111396422,0.0,36.34299411139642,0.0,41.34299411139642
139.25589984899779,1541.0256729545442,44.255899848997785,0.0,39.255899848997785,0.0,34.255899848997785,0.0,29.255899848997785,0.0
103.93422419156508,15.478119989495898,8.934224191565079,0.0,3.934224191565079,0.0,0.0,1.0657758084349211,0.0,6.065775808434921
130.74401551640625,945.1944900730283,35.74401551640625,0.0,30.74401551640625,0.0,25.74401551640625,0.0,20.74401551640625,0.0
139.60912999234932,1568.8831787508268,44.609129992349324,0.0,39.609129992349324,0.0,34.609129992349324,0.0,29.609129992349324,0.0
81.80034749718638,331.2273512231701,0.0,13.19965250281362,0.0,18.19965250281362,0.0,23.19965250281362,0.0,28.19965250281362
61.00519245276767,1520.5950156456872,0.0,33.99480754723233,0.0,38.99480754723233,0.0,43.99480754723233,0.0,48.99480754723233
72.79351625419417,740.1927578107966,0.0,22.206483745805826,0.0,27.206483745805826,0.0,32.206483745805826,0.0,37.206483745805826
92.71077886262563,53.13274478954529,0.0,2.289221137374369,0.0,7.289221137374369,0.0,12.28922113737437,0.0,17.28922113737437
131.80147659224932,1011.3339134473812,36.801476592249315,0.0,31.801476592249315,0.0,26.801476592249315,0.0,21.801476592249315,0.0
136.07305832563435,1301.2655369646177,41.07305832563435,0.0,36.07305832563435,0.0,31.07305832563435,0.0,26.07305832563435,0.0
50.69521305311907,2430.96201587732,0.0,44.30478694688093,0.0,49.30478694688093,0.0,54.30478694688093,0.0,59.30478694688093
101.07473025775657,1.1550451269375044,6.0747302577565705,0.0,1.0747302577565705,0.0,0.0,3.9252697422434295,0.0,8.92526974224343
91.7411003148779,68.20942400890996,0.0,3.2588996851221026,0.0,8.258899685122103,0.0,13.258899685122103,0.0,18.258899685122103
72.21078104707303,772.2406900137157,0.0,22.789218952926973,0.0,27.789218952926973,0.0,32.78921895292697,0.0,37.78921895292697
61.98653673336828,1445.023389523559,0.0,33.01346326663172,0.0,38.01346326663172,0.0,43.01346326663172,0.0,48.01346326663172
83.7615171403628,263.6883255827312,0.0,11.238482859637202,0.0,16.2384828596372,0.0,21.2384828596372,0.0,26.2384828596372
144.2909703912519,1961.6900581987527,49.2909703912519,0.0,44.2909703912519,0.0,39.2909703912519,0.0,34.2909703912519,0.0
82.32029320207553,312.5720324605766,0.0,12.679706797924467,0.0,17.679706797924467,0.0,22.679706797924467,0.0,27.679706797924467
101.87906217433661,3.5308746550226293,6.87906217433661,0.0,1.8790621743366103,0.0,0.0,3.1209378256633897,0.0,8.12093782566339
120.30189588951778,412.16697670881894,25.30189588951778,0.0,20.30189588951778,0.0,15.30189588951778,0.0,10.30189588951778,0.0
86.3629602379294,185.96885347229457,0.0,8.6370397620706,0.0,13.6370397620706,0.0,18.6370397620706,0.0,23.6370397620706
147.17820827209607,2225.7833357652744,52.17820827209607,0.0,47.17820827209607,0.0,42.17820827209607,0.0,37.17820827209607,0.0
146.24472949421113,2138.5750059927605,51.24472949421113,0.0,46.24472949421113,0.0,41.24472949421113,0.0,36.24472949421113,0.0
75.17822958253642,616.1202866572702,0.0,19.821770417463583,0.0,24.821770417463583,0.0,29.821770417463583,0.0,34.82177041746358
99.72485058923854,0.07570719824237732,4.724850589238542,0.0,0.0,0.2751494107614576,0.0,5.275149410761458,0.0,10.275149410761458
80.08783098167697,396.4944750142634,0.0,14.912169018323027,0.0,19.912169018323027,0.0,24.912169018323027,0.0,29.912169018323027
78.48404943774676,462.9361285973254,0.0,16.515950562253238,0.0,21.515950562253238,0.0,26.515950562253238,0.0,31.515950562253238
53.68869473545328,2144.7369953060324,0.0,41.31130526454672,0.0,46.31130526454672,0.0,51.31130526454672,0.0,56.31130526454672
110.95643339798968,120.04343280458379,15.956433397989684,0.0,10.956433397989684,0.0,5.956433397989684,0.0,0.9564333979896844,0.0
100.26790232288616,0.07177165460779932,5.267902322886158,0.0,0.2679023228861581,0.0,0.0,4.732097677113842,0.0,9.732097677113842
55.14787512499893,2011.7131058026896,0.0,39.85212487500107,0.0,44.85212487500107,0.0,49.85212487500107,0.0,54.85212487500107
77.86464642366114,489.97387794953744,0.0,17.135353576338858,0.0,22.135353576338858,0.0,27.135353576338858,0.0,32.13535357633886
140.82658859666537,1666.810336441367,45.826588596665374,0.0,40.826588596665374,0.0,35.826588596665374,0.0,30.826588596665374,0.0
73.95618906669725,678.2800879296199,0.0,21.04381093330275,0.0,26.04381093330275,0.0,31.04381093330275,0.0,36.04381093330275
64.4894872091223,1260.9965186710886,0.0,30.510512790877698,0.0,35.5105127908777,0.0,40.5105127908777,0.0,45.5105127908777
98.94527602775631,1.112442657625514,3.9452760277563073,0.0,0.0,1.0547239722436927,0.0,6.054723972243693,0.0,11.054723972243693
148.56504541106005,2358.563635778325,53.565045411060055,0.0,48.565045411060055,0.0,43.565045411060055,0.0,38.565045411060055,0.0
74.20552715115004,665.354829550058,0.0,20.794472848849963,0.0,25.794472848849963,0.0,30.794472848849963,0.0,35.79447284884996
117.21355474058785,296.3064668072145,22.213554740587853,0.0,17.213554740587853,0.0,12.213554740587853,0.0,7.213554740587853,0.0
126.16196153287176,684.4482312474615,31.161961532871757,0.0,26.161961532871757,0.0,21.161961532871757,0.0,16.161961532871757,0.0
73.76375439923997,688.3405832233999,0.0,21.23624560076003,0.0,26.23624560076003,0.0,31.23624560076003,0.0,36.23624560076003
122.82163486118596,520.8270177372981,27.821634861185956,0.0,22.821634861185956,0.0,17.821634861185956,0.0,12.821634861185956,0.0
86.77831327192533,174.81299993534594,0.0,8.221686728074673,0.0,13.221686728074673,0.0,18.221686728074673,0.0,23.221686728074673
113.23058305935794,175.0483280905693,18.23058305935794,0.0,13.23058305935794,0.0,8.23058305935794,0.0,3.23058305935794,0.0
113.35297107608946,178.30183655888172,18.35297107608946,0.0,13.35297107608946,0.0,8.35297107608946,0.0,3.35297107608946,0.0
